Date,Open,High,Low,Close,Adj Close,Volume
2/25/2019,7178.600098,7210.700195,7158.200195,7183.700195,7183.700195,644937500
2/26/2019,7183.700195,7183.799805,7091.600098,7151.100098,7151.100098,865719700
2/27/2019,7151.100098,7151.100098,7082.600098,7107.200195,7107.200195,870721000
2/28/2019,7107.200195,7107.200195,7041,7074.700195,7074.700195,979616900
3/1/2019,7074.700195,7129.700195,7074.700195,7106.700195,7106.700195,700825200
3/4/2019,7106.700195,7166.200195,7106.700195,7134.399902,7134.399902,634698800
3/5/2019,7134.399902,7191.700195,7127.200195,7183.399902,7183.399902,795291200
3/6/2019,7183.399902,7211.799805,7170.299805,7196,7196,791979200
3/7/2019,7196,7196,7126.600098,7157.600098,7157.600098,691317400
3/8/2019,7157.600098,7157.600098,7077.899902,7104.299805,7104.299805,622101900
3/11/2019,7104.299805,7181.600098,7104.299805,7130.600098,7130.600098,674285200
3/12/2019,7130.600098,7166.600098,7083.200195,7151.200195,7151.200195,752033900
3/13/2019,7151.200195,7181.899902,7128.700195,7159.200195,7159.200195,744627600
3/14/2019,7159.200195,7215.5,7148.100098,7185.399902,7185.399902,791259700
3/15/2019,7185.399902,7243.799805,7185.399902,7228.299805,7228.299805,1335709200
3/18/2019,7228.299805,7299.200195,7228.200195,7299.200195,7299.200195,642988100
3/19/2019,7299.200195,7350.100098,7294.5,7324,7324,598904100
3/20/2019,7324,7341.600098,7291,7291,7291,748851100
3/21/2019,7291,7370.600098,7290.600098,7355.299805,7355.299805,709429100
3/22/2019,7355.299805,7356.399902,7192.799805,7207.600098,7207.600098,694767600
3/25/2019,7207.600098,7208.100098,7146.799805,7177.600098,7177.600098,586169600
3/26/2019,7177.600098,7221,7169.399902,7196.299805,7196.299805,629605500
3/27/2019,7196.299805,7222.600098,7160.100098,7194.200195,7194.200195,678742500
3/28/2019,7194.200195,7265.5,7190.899902,7234.299805,7234.299805,568044400
3/29/2019,7234.299805,7287.700195,7223.299805,7279.200195,7279.200195,794400900
4/1/2019,7279.200195,7352.200195,7279.200195,7317.399902,7317.399902,697005200
4/2/2019,7317.399902,7403.600098,7316.799805,7391.100098,7391.100098,720842000
4/3/2019,7391.100098,7418.299805,7380.899902,7418.299805,7418.299805,880770400
4/4/2019,7418.299805,7418.399902,7367.399902,7401.899902,7401.899902,675670900
4/5/2019,7401.899902,7461.399902,7400.799805,7446.899902,7446.899902,679960600
4/8/2019,7446.899902,7459.899902,7420.399902,7451.899902,7451.899902,571379100
4/9/2019,7451.899902,7477.600098,7413.299805,7425.600098,7425.600098,652297100
4/10/2019,7425.600098,7441.399902,7409.399902,7421.899902,7421.899902,569746800
4/11/2019,7421.899902,7441.899902,7383.5,7418,7418,629602900
4/12/2019,7418,7454.799805,7415,7437.100098,7437.100098,696895600
4/15/2019,7437.100098,7447.100098,7420.299805,7436.899902,7436.899902,511603500
4/16/2019,7436.899902,7485.899902,7436.899902,7469.899902,7469.899902,623807300
4/17/2019,7469.899902,7479,7445.100098,7471.299805,7471.299805,646326400
