Date,Open,High,Low,Close,Adj Close,Volume
5/6/2019,2984.727051,2986.540039,2876.468994,2906.464111,2906.464111,327000
5/7/2019,2914.291016,2937.282959,2889.072998,2926.391113,2926.391113,253300
5/8/2019,2873.143066,2929.430908,2866.704102,2893.75708,2893.75708,231500
5/9/2019,2871.197021,2888.860107,2845.037109,2850.954102,2850.954102,200000
5/10/2019,2878.233887,2941.454102,2838.38501,2939.210938,2939.210938,282300
5/13/2019,2905.066895,2921.409912,2892.175049,2903.712891,2903.712891,212000
5/14/2019,2872.833984,2909.204102,2872.833984,2883.611084,2883.611084,208300
5/15/2019,2902.64209,2945.39502,2902.64209,2938.677979,2938.677979,230500
5/16/2019,2933.495117,2956.170898,2929.064941,2955.710938,2955.710938,248400
5/17/2019,2955.76709,2956.782959,2873.800049,2882.295898,2882.295898,266300
5/20/2019,2874.801025,2882.628906,2838.452881,2870.60498,2870.60498,209500
5/21/2019,2867.707031,2919.237061,2862.495117,2905.968994,2905.968994,211400
5/22/2019,2905.523926,2912.39502,2879.644043,2891.705078,2891.705078,200000
5/23/2019,2880.843018,2885.138916,2846.956055,2852.514893,2852.514893,197300
5/24/2019,2847.835938,2871.855957,2846.021973,2852.995117,2852.995117,167200
5/27/2019,2851.281006,2898.128906,2833.035889,2892.37793,2892.37793,196700
5/28/2019,2890.266113,2924.040039,2887.083984,2909.910889,2909.910889,223300
5/29/2019,2894.830078,2934.977051,2890.665039,2914.696045,2914.696045,199000
5/30/2019,2903.425049,2907.845947,2881.379883,2905.804932,2905.804932,205800
5/31/2019,2904.498047,2922.907959,2895.577881,2898.696045,2898.696045,195200
6/3/2019,2901.741943,2920.829102,2875.9021,2890.081055,2890.081055,215900
6/4/2019,2887.641113,2888.385986,2851.9729,2862.280029,2862.280029,188500
6/5/2019,2882.937012,2888.768066,2858.572021,2861.417969,2861.417969,181600
6/6/2019,2862.333008,2862.333008,2822.185059,2827.798096,2827.798096,177100
6/10/2019,2833.014893,2861.131104,2824.35498,2852.129883,2852.129883,166600
6/11/2019,2854.070068,2927.429932,2854.070068,2925.716064,2925.716064,260500
6/12/2019,2917.224121,2924.701904,2903.883057,2909.379883,2909.379883,240300
6/13/2019,2905.288086,2918.423096,2885.923096,2910.740967,2910.740967,213000
6/14/2019,2912.999023,2924.320068,2879.656982,2881.974121,2881.974121,215400
6/17/2019,2880.423096,2902.480957,2877.394043,2887.62207,2887.62207,154000
6/18/2019,2891.092041,2898.330078,2874.312988,2890.157959,2890.157959,147700
6/19/2019,2944.11499,2953.335938,2916.215088,2917.802979,2917.802979,230800
6/20/2019,2917.331055,2997.388916,2915.090088,2987.118896,2987.118896,291000
6/21/2019,2990.368896,3010.349121,2989.245117,3001.97998,3001.97998,287000
6/24/2019,3004.289063,3012.825928,2994.422119,3008.147949,3008.147949,210500
6/25/2019,3004.909912,3004.909912,2948.990967,2982.073975,2982.073975,243700
6/26/2019,2964.61499,2986.914063,2958.462891,2976.283936,2976.283936,174400
6/27/2019,2982.613037,3011.538086,2981.044922,2996.792969,2996.792969,195400
6/28/2019,2992.24292,2992.24292,2961.2229,2978.87793,2978.87793,181400
7/1/2019,3024.624023,3045.366943,3014.687012,3044.903076,3044.903076,243300
7/2/2019,3042.580078,3048.483887,3033.781006,3043.943115,3043.943115,208100
7/3/2019,3031.832031,3031.832031,3006.324951,3015.262939,3015.262939,205900
7/4/2019,3015.678955,3024.501953,2991.907959,3005.249023,3005.249023,188600
7/5/2019,3004.738037,3014.846924,2990.925049,3011.059082,3011.059082,152100
7/8/2019,2997.806885,2997.806885,2918.716064,2933.363037,2933.363037,205200
7/9/2019,2928.819092,2937.761963,2912.805908,2928.22998,2928.22998,140700
7/10/2019,2935.186035,2936.751953,2908.162109,2915.302002,2915.302002,131400
7/11/2019,2928.054932,2945.802002,2907.88501,2917.760986,2917.760986,139400
7/12/2019,2915.340088,2938.530029,2905.810059,2930.550049,2930.550049,133700
7/15/2019,2921.550049,2955,2886.699951,2942.189941,2942.189941,162600
7/16/2019,2938.639893,2944.820068,2931.290039,2937.620117,2937.620117,127800
7/17/2019,2933.02002,2942.070068,2924.459961,2931.689941,2931.689941,145100
7/18/2019,2921.73999,2921.73999,2901.179932,2901.179932,2901.179932,145400
7/19/2019,2909.679932,2939.600098,2909.679932,2924.199951,2924.199951,145000
7/22/2019,2925.788086,2927.159912,2879.689941,2886.974121,2886.974121,175300
7/23/2019,2886.899902,2901.360107,2883.050049,2899.939941,2899.939941,125400
7/24/2019,2907.929932,2936.449951,2907.790039,2923.280029,2923.280029,150500
7/25/2019,2923.189941,2937.360107,2916.149902,2937.360107,2937.360107,141300
7/26/2019,2928.060059,2948.330078,2924.449951,2944.540039,2944.540039,135100
7/29/2019,2943.919922,2948.469971,2932.97998,2941.01001,2941.01001,124200
7/30/2019,2946.26001,2965.629883,2946.26001,2952.340088,2952.340088,143900
7/31/2019,2944.399902,2944.399902,2926.48999,2932.51001,2932.51001,136900
8/1/2019,2920.850098,2927.340088,2901.75,2908.77002,2908.77002,138100
8/2/2019,2861.330078,2872.469971,2851.439941,2867.840088,2867.840088,179400
8/5/2019,2854.580078,2863.689941,2821.5,2821.5,2821.5,162400
8/6/2019,2776.989014,2787.418945,2733.924072,2777.555908,2777.555908,224200
8/7/2019,2789.019043,2792.693115,2768.679932,2768.679932,2768.679932,153000
8/8/2019,2784.184082,2799.686035,2782.245117,2794.552002,2794.552002,145000
8/9/2019,2805.590088,2808.330078,2770.47998,2774.75,2774.75,143800
8/12/2019,2781.97998,2814.98999,2776.620117,2814.98999,2814.98999,131600
8/13/2019,2798.050049,2802.040039,2790.610107,2797.26001,2797.26001,130900
8/14/2019,2824.48999,2829.889893,2807.719971,2808.909912,2808.909912,144000
8/15/2019,2762.340088,2815.899902,2756.830078,2815.800049,2815.800049,152800
8/16/2019,2817.570068,2840.320068,2811.800049,2823.820068,2823.820068,148600
8/19/2019,2835.52002,2883.100098,2829.850098,2883.100098,2883.100098,214500
8/20/2019,2879.080078,2892.080078,2875,2880,2880,189700
8/21/2019,2875.469971,2885.590088,2872.560059,2880.330078,2880.330078,159000
8/22/2019,2887.659912,2888.5,2867.550049,2883.439941,2883.439941,149200
8/23/2019,2885.149902,2902.459961,2878.73999,2897.429932,2897.429932,159200
8/26/2019,2851.02002,2870.48999,2849.23999,2863.570068,2863.570068,169900
8/27/2019,2879.52002,2919.639893,2879.409912,2902.189941,2902.189941,208100
8/28/2019,2901.629883,2905.439941,2887.01001,2893.76001,2893.76001,183100
8/29/2019,2896,2898.600098,2878.590088,2890.919922,2890.919922,178600
8/30/2019,2907.379883,2914.580078,2874.100098,2886.23999,2886.23999,194000
9/2/2019,2886.941895,2928.479004,2883.681885,2924.105957,2924.105957,202800
9/3/2019,2925.939941,2930.149902,2915.199951,2930.149902,2930.149902,189000
9/4/2019,2927.75,2957.409912,2925.879883,2957.409912,2957.409912,225500
9/5/2019,2972.659912,3015.840088,2972.659912,2985.860107,2985.860107,305400
9/6/2019,2996.620117,2999.939941,2981.600098,2999.600098,2999.600098,216800
9/9/2019,3023.780029,3026.23999,3005.689941,3024.73999,3024.73999,243400
9/10/2019,3027.409912,3027.409912,3005.379883,3021.199951,3021.199951,240000
9/11/2019,3029.929932,3030.560059,3004.219971,3008.810059,3008.810059,229800
9/12/2019,3016.629883,3033.469971,3005.189941,3031.23999,3031.23999,197000
9/16/2019,3041.919922,3042.929932,3020.050049,3030.75,3030.75,221900
9/17/2019,3023.709961,3023.709961,2970.570068,2978.120117,2978.120117,223300
9/18/2019,2984.080078,2996.399902,2982.399902,2985.659912,2985.659912,168000
9/19/2019,2992.919922,2999.280029,2975.399902,2999.280029,2999.280029,162700
9/20/2019,3004.810059,3011.340088,2996.189941,3006.449951,3006.449951,182100
9/23/2019,2998.399902,2998.399902,2960.830078,2977.080078,2977.080078,168100
9/24/2019,2979.47998,3002.899902,2973.76001,2985.340088,2985.340088,163900
9/25/2019,2977.669922,2977.669922,2955.429932,2955.429932,2955.429932,168500
9/26/2019,2964.47998,2970.040039,2928.26001,2929.090088,2929.090088,188900
9/27/2019,2929.48999,2939.080078,2920.929932,2932.169922,2932.169922,132900
9/30/2019,2927.919922,2936.47998,2905.189941,2905.189941,2905.189941,116600
10/8/2019,2905.76001,2933.02002,2905.76001,2913.570068,2913.570068,125500
10/9/2019,2902.080078,2924.860107,2891.540039,2924.860107,2924.860107,130400
10/10/2019,2923.709961,2949.23999,2918.22998,2947.709961,2947.709961,134200
10/11/2019,2954.820068,2980.790039,2943.01001,2973.659912,2973.659912,161200
10/14/2019,2993.959961,3026.379883,2989.810059,3007.879883,3007.879883,208600
10/15/2019,3005.659912,3005.659912,2986.300049,2991.050049,2991.050049,155400
10/16/2019,2992.610107,3010.419922,2975.919922,2978.709961,2978.709961,149900
10/17/2019,2979.98999,2986.719971,2969.570068,2977.330078,2977.330078,122500
10/18/2019,2982.340088,2987.199951,2933.23999,2938.139893,2938.139893,150000
10/21/2019,2933.899902,2940.320068,2917.689941,2939.620117,2939.620117,132500
10/22/2019,2945.600098,2954.639893,2934.389893,2954.379883,2954.379883,117500
10/23/2019,2952.969971,2957.300049,2934.629883,2941.620117,2941.620117,123800
10/24/2019,2944.01001,2953.040039,2927.060059,2940.919922,2940.919922,126500
10/25/2019,2940.469971,2958.23999,2920.52002,2954.929932,2954.929932,136900
10/28/2019,2958.689941,2980.129883,2956.959961,2980.050049,2980.050049,173700
10/29/2019,2979.040039,2979.040039,2954.179932,2954.179932,2954.179932,166100
10/30/2019,2949.459961,2953.300049,2934.830078,2939.320068,2939.320068,158800
10/31/2019,2944.840088,2946.75,2923.52002,2929.060059,2929.060059,161600
11/1/2019,2924.340088,2959.830078,2917.149902,2958.199951,2958.199951,159900
11/4/2019,2964.580078,2983.060059,2964.580078,2975.48999,2975.48999,167200
11/5/2019,2977.699951,3008.310059,2968.030029,2991.560059,2991.560059,179900
11/6/2019,2992.040039,2995.560059,2969.719971,2978.600098,2978.600098,165300
